name,conf,x1,y1,x2,y2,path_img,true_label
maliy,0.11296948,0,18,160,218,maliy\images\1964379690.jpg,maliy
maliy,0.8431114,162,131,401,329,maliy\images\1964423061.jpg,maliy
maliy,0.8175621,456,86,640,356,maliy\images\1964423061.jpg,maliy
maliy,0.6798984,73,181,188,378,maliy\images\1964423061.jpg,maliy
shipun,0.15935358,456,9,640,451,maliy\images\1964423061.jpg,maliy
klikun,0.105402224,75,183,188,382,maliy\images\1964423061.jpg,maliy
maliy,0.4646985,288,156,515,550,maliy\images\1964564984.jpg,maliy
shipun,0.87595344,77,157,640,441,maliy\images\1964620380.jpg,maliy
maliy,0.46958736,149,295,553,494,maliy\images\1964664678.jpg,maliy
shipun,0.32102042,147,296,553,492,maliy\images\1964664678.jpg,maliy
maliy,0.8770704,213,274,382,392,maliy\images\1964685389.jpg,maliy
maliy,0.8043637,326,315,512,403,maliy\images\1964685389.jpg,maliy
klikun,0.87774616,307,184,640,331,maliy\images\1965886370.jpg,maliy
maliy,0.8090067,302,123,640,328,maliy\images\1967832231.jpg,maliy
maliy,0.9018076,482,215,640,365,maliy\images\1967931826.jpg,maliy
maliy,0.8209021,327,263,484,343,maliy\images\1967931826.jpg,maliy
maliy,0.90681803,281,189,605,332,maliy\images\1967986176.jpg,maliy
maliy,0.88256145,120,252,479,606,maliy\images\1968037370.jpg,maliy
maliy,0.96758085,320,226,540,424,maliy\images\1968127180.jpg,maliy
maliy,0.96563935,134,236,336,419,maliy\images\1968127180.jpg,maliy
maliy,0.49529812,727,220,640,358,maliy\images\1968127180.jpg,maliy
klikun,0.6805428,177,118,448,541,maliy\images\1968281637.jpg,maliy
maliy,0.9365553,271,165,628,482,maliy\images\1968291769.jpg,maliy
maliy,0.94586074,402,192,640,360,maliy\images\1968336733.jpg,maliy
maliy,0.9437393,140,143,389,409,maliy\images\1968357139.jpg,maliy
maliy,0.812941,4,139,204,308,maliy\images\1968357139.jpg,maliy
maliy,0.8833981,243,172,423,299,maliy\images\1968397271.jpg,maliy
maliy,0.68831575,148,292,319,353,maliy\images\1968397271.jpg,maliy
maliy,0.4596034,233,237,375,337,maliy\images\1968397271.jpg,maliy
maliy,0.9595466,203,114,436,324,maliy\images\1968499940.jpg,maliy
maliy,0.9610709,151,112,616,363,maliy\images\1968523767.jpg,maliy
maliy,0.90812165,274,288,507,536,maliy\images\1971301073.jpg,maliy
maliy,0.8097809,441,266,640,426,maliy\images\1971301073.jpg,maliy
maliy,0.9261841,127,250,490,490,maliy\images\1971370932.jpg,maliy
maliy,0.7409657,120,100,640,505,maliy\images\1971389494.jpg,maliy
maliy,0.9541782,377,177,634,404,maliy\images\1971396897.jpg,maliy
maliy,0.95181775,501,358,640,469,maliy\images\1971396897.jpg,maliy
maliy,0.9375152,57,228,347,478,maliy\images\1971396897.jpg,maliy
maliy,0.25164944,373,175,520,258,maliy\images\1971396897.jpg,maliy
maliy,0.8824395,212,57,559,473,maliy\images\1971422551.jpg,maliy
maliy,0.4430377,102,218,640,414,maliy\images\1971466428.jpg,maliy
maliy,0.7824379,323,282,640,521,maliy\images\1971628657.jpg,maliy
maliy,0.3534064,269,0,640,205,maliy\images\1971628657.jpg,maliy
maliy,0.92611945,333,125,556,271,maliy\images\1971631120.jpg,maliy
maliy,0.94455767,91,187,419,414,maliy\images\1971646716.jpg,maliy
maliy,0.7661466,379,139,640,366,maliy\images\1971646716.jpg,maliy
maliy,0.8994362,630,148,640,218,maliy\images\1971678326.jpg,maliy
maliy,0.8334446,375,143,551,223,maliy\images\1971678326.jpg,maliy
maliy,0.7193737,292,181,440,248,maliy\images\1971678326.jpg,maliy
maliy,0.6210599,56,179,289,284,maliy\images\1971678326.jpg,maliy
klikun,0.44959378,292,182,437,250,maliy\images\1971678326.jpg,maliy
shipun,0.30918017,53,179,284,285,maliy\images\1971678326.jpg,maliy
klikun,0.23036103,374,142,553,224,maliy\images\1971678326.jpg,maliy
klikun,0.152966,54,178,285,287,maliy\images\1971678326.jpg,maliy
maliy,0.12063476,647,300,640,332,maliy\images\1971678326.jpg,maliy
klikun,0.11398263,630,146,640,217,maliy\images\1971678326.jpg,maliy
maliy,0.92476636,100,250,375,564,maliy\images\1971707132.jpg,maliy
maliy,0.8516681,365,237,546,588,maliy\images\1971707132.jpg,maliy
maliy,0.83261395,307,120,595,365,maliy\images\1971707132.jpg,maliy
maliy,0.328499,0,329,98,594,maliy\images\1971707132.jpg,maliy
maliy,0.9530721,285,165,522,401,maliy\images\1971824153.jpg,maliy
maliy,0.25880998,311,7,640,482,maliy\images\1971855771.jpg,maliy
klikun,0.114116475,0,0,640,489,maliy\images\1971855771.jpg,maliy
maliy,0.9605692,225,201,466,555,maliy\images\1971904283.jpg,maliy
maliy,0.89244497,255,183,616,349,maliy\images\1972034124.jpg,maliy
maliy,0.83532524,154,255,596,400,maliy\images\1975071990.jpg,maliy
maliy,0.95050234,56,159,244,380,maliy\images\1975146444.jpg,maliy
maliy,0.94016963,257,214,403,397,maliy\images\1975146444.jpg,maliy
maliy,0.9340768,684,195,640,390,maliy\images\1975146444.jpg,maliy
maliy,0.9360011,476,240,640,413,maliy\images\1975166551.jpg,maliy
maliy,0.9170861,33,160,278,330,maliy\images\1975166551.jpg,maliy
maliy,0.79141587,286,345,482,401,maliy\images\1975166551.jpg,maliy
maliy,0.95697695,298,100,640,418,maliy\images\1975186075.jpg,maliy
maliy,0.8891078,60,80,338,432,maliy\images\1975186075.jpg,maliy
maliy,0.3176161,178,176,399,321,maliy\images\1975186075.jpg,maliy
maliy,0.82238925,210,339,566,530,maliy\images\1975240070.jpg,maliy
maliy,0.884702,160,336,387,448,maliy\images\1975377688.jpg,maliy
maliy,0.27526525,323,185,640,327,maliy\images\1975442151.jpg,maliy
maliy,0.11244581,75,208,432,300,maliy\images\1975442151.jpg,maliy
maliy,0.5192361,178,81,640,426,maliy\images\1975492465.jpg,maliy
klikun,0.60957515,356,274,637,404,maliy\images\1975654127.jpg,maliy
shipun,0.23418283,361,275,628,403,maliy\images\1975654127.jpg,maliy
klikun,0.11590386,513,349,636,402,maliy\images\1975654127.jpg,maliy
maliy,0.56327647,442,279,582,415,maliy\images\1975665759.jpg,maliy
shipun,0.43389288,269,278,439,411,maliy\images\1975665759.jpg,maliy
klikun,0.2730985,270,277,438,411,maliy\images\1975665759.jpg,maliy
maliy,0.27159733,112,241,305,357,maliy\images\1975665759.jpg,maliy
klikun,0.2315296,111,241,306,358,maliy\images\1975665759.jpg,maliy
shipun,0.2013556,441,278,582,417,maliy\images\1975665759.jpg,maliy
shipun,0.14537936,112,239,303,359,maliy\images\1975665759.jpg,maliy
klikun,0.13627625,194,357,279,422,maliy\images\1975665759.jpg,maliy
maliy,0.12167362,193,355,279,423,maliy\images\1975665759.jpg,maliy
klikun,0.10934348,442,277,581,417,maliy\images\1975665759.jpg,maliy
maliy,0.9572706,246,91,553,289,maliy\images\1975736685.jpg,maliy
maliy,0.9348074,483,297,640,431,maliy\images\1975736685.jpg,maliy
klikun,0.72335434,247,148,640,454,maliy\images\1975772821.jpg,maliy
klikun,0.5114634,61,78,640,640,maliy\images\2005354318.jpg,maliy
shipun,0.38243523,65,79,640,640,maliy\images\2005354318.jpg,maliy
maliy,0.8770874,470,488,640,640,maliy\images\2271112798.jpg,maliy
klikun,0.9089438,895,269,640,640,maliy\images\2397471318.jpg,maliy
shipun,0.39178234,80,362,640,640,maliy\images\2465226611.jpg,maliy
shipun,0.24210304,156,495,640,640,maliy\images\2465226611.jpg,maliy
maliy,0.6022983,1172,729,640,640,maliy\images\2465332805.jpg,maliy
maliy,0.54222965,935,483,640,640,maliy\images\2465332805.jpg,maliy
klikun,0.42347446,1173,724,640,640,maliy\images\2465332805.jpg,maliy
klikun,0.38560787,934,480,640,640,maliy\images\2465332805.jpg,maliy
klikun,0.3194242,339,134,640,640,maliy\images\2465332805.jpg,maliy
maliy,0.14337419,319,124,640,640,maliy\images\2465332805.jpg,maliy
klikun,0.77037954,499,204,640,640,maliy\images\2529378320.jpg,maliy
maliy,0.83796763,871,716,640,640,maliy\images\2550042164.jpg,maliy
klikun,0.13062526,868,714,640,640,maliy\images\2550042164.jpg,maliy
klikun,0.11916743,12,0,640,640,maliy\images\2550042164.jpg,maliy
maliy,0.75470066,140,118,565,544,maliy\images\2563437132.jpg,maliy
shipun,0.34095436,0,0,624,78,maliy\images\2563437132.jpg,maliy
maliy,0.29587176,260,37,598,219,maliy\images\25_Golubeva_1423.jpg,maliy
klikun,0.84657043,124,216,276,463,maliy\images\25_Mizinenko_2.jpg,maliy
maliy,0.81486535,1111,246,640,426,maliy\images\25_Mizinenko_2.jpg,maliy
maliy,0.6228752,623,333,640,440,maliy\images\25_Mizinenko_2.jpg,maliy
klikun,0.60349333,495,83,640,337,maliy\images\25_Mizinenko_2.jpg,maliy
maliy,0.5963122,1167,324,640,440,maliy\images\25_Mizinenko_2.jpg,maliy
klikun,0.59456086,344,283,530,420,maliy\images\25_Mizinenko_2.jpg,maliy
klikun,0.54591155,627,334,640,437,maliy\images\25_Mizinenko_2.jpg,maliy
klikun,0.47200534,341,211,441,371,maliy\images\25_Mizinenko_2.jpg,maliy
klikun,0.21420623,448,283,528,365,maliy\images\25_Mizinenko_2.jpg,maliy
maliy,0.21199511,504,83,640,334,maliy\images\25_Mizinenko_2.jpg,maliy
klikun,0.13150705,329,359,411,401,maliy\images\25_Mizinenko_2.jpg,maliy
klikun,0.102255605,397,211,451,317,maliy\images\25_Mizinenko_2.jpg,maliy
maliy,0.89306146,155,432,435,563,maliy\images\25_Mizinenko_8762.jpg,maliy
maliy,0.80071485,701,265,640,467,maliy\images\25_Mizinenko_8762.jpg,maliy
maliy,0.78391016,513,463,640,548,maliy\images\25_Mizinenko_8762.jpg,maliy
klikun,0.17239991,512,460,640,548,maliy\images\25_Mizinenko_8762.jpg,maliy
maliy,0.8599418,154,116,327,223,maliy\images\25_Mizinenko_9453.jpg,maliy
maliy,0.80586743,559,166,640,352,maliy\images\25_Mizinenko_9453.jpg,maliy
klikun,0.17002913,155,113,329,227,maliy\images\25_Mizinenko_9453.jpg,maliy
maliy,0.83145595,160,124,471,329,maliy\images\25_Mizinenko_9482.jpg,maliy
maliy,0.6013105,467,286,640,506,maliy\images\25_Mizinenko_9482.jpg,maliy
maliy,0.7204992,1006,1109,640,640,maliy\images\25_Parkhaev-5.jpg,maliy
maliy,0.71334213,1680,1028,640,640,maliy\images\25_Parkhaev-5.jpg,maliy
klikun,0.5440254,998,1110,640,640,maliy\images\25_Parkhaev-5.jpg,maliy
klikun,0.36341488,1673,1028,640,640,maliy\images\25_Parkhaev-5.jpg,maliy
maliy,0.9400142,402,149,640,541,maliy\images\2626134826.jpg,maliy
maliy,0.7869728,128,24,502,406,maliy\images\2833262079.jpg,maliy
shipun,0.45125294,54,127,640,447,maliy\images\2833487394.jpg,maliy
maliy,0.32869664,58,128,640,446,maliy\images\2833487394.jpg,maliy
maliy,0.95988953,169,250,301,435,maliy\images\2833596566.jpg,maliy
maliy,0.7998192,351,301,552,461,maliy\images\2833596566.jpg,maliy
maliy,0.2780336,516,271,557,322,maliy\images\2833596566.jpg,maliy
klikun,0.66440994,0,313,354,481,maliy\images\2833679825.jpg,maliy
shipun,0.6412466,313,321,400,455,maliy\images\2833679825.jpg,maliy
maliy,0.5972967,662,296,640,439,maliy\images\2833679825.jpg,maliy
shipun,0.59589624,373,276,608,447,maliy\images\2833679825.jpg,maliy
shipun,0.37571797,662,298,640,439,maliy\images\2833679825.jpg,maliy
klikun,0.2170471,316,323,400,454,maliy\images\2833679825.jpg,maliy
klikun,0.12431998,370,274,610,451,maliy\images\2833679825.jpg,maliy
maliy,0.92734367,146,342,399,441,maliy\images\2834018424.jpg,maliy
maliy,0.9228729,390,368,640,474,maliy\images\2834018424.jpg,maliy
maliy,0.95733225,146,218,353,397,maliy\images\2835116899.jpg,maliy
maliy,0.89502364,419,134,563,395,maliy\images\2835192562.jpg,maliy
maliy,0.937426,507,450,640,592,maliy\images\2835705107.jpg,maliy
maliy,0.9363923,428,299,611,489,maliy\images\2835705107.jpg,maliy
maliy,0.60845155,0,268,95,490,maliy\images\2835705107.jpg,maliy
maliy,0.7578664,218,25,634,388,maliy\images\2836714651.jpg,maliy
maliy,0.9196805,585,153,640,347,maliy\images\2836887959.jpg,maliy
maliy,0.8209768,257,162,498,344,maliy\images\2836887959.jpg,maliy
maliy,0.8058496,469,167,625,341,maliy\images\2836887959.jpg,maliy
maliy,0.7834452,144,172,277,339,maliy\images\2836887959.jpg,maliy
maliy,0.6576509,91,165,205,306,maliy\images\2836887959.jpg,maliy
klikun,0.40411726,144,172,278,343,maliy\images\2836887959.jpg,maliy
maliy,0.20158714,279,134,430,256,maliy\images\2836887959.jpg,maliy
maliy,0.12884864,486,167,566,263,maliy\images\2836887959.jpg,maliy
maliy,0.7672817,205,166,534,362,maliy\images\2836898026.jpg,maliy
maliy,0.57838404,406,47,640,267,maliy\images\2836898026.jpg,maliy
klikun,0.110238895,403,51,640,276,maliy\images\2836898026.jpg,maliy
maliy,0.86730427,264,66,570,403,maliy\images\2836941608.jpg,maliy
maliy,0.3408772,343,328,626,623,maliy\images\2836941608.jpg,maliy
klikun,0.3398425,341,327,628,640,maliy\images\2836941608.jpg,maliy
shipun,0.4477526,153,70,640,402,maliy\images\2837378532.jpg,maliy
klikun,0.106604256,155,67,640,402,maliy\images\2837378532.jpg,maliy
maliy,0.88763493,719,227,640,384,maliy\images\2837425462.jpg,maliy
maliy,0.8471317,42,337,345,472,maliy\images\2837425462.jpg,maliy
klikun,0.17040385,40,337,346,470,maliy\images\2837425462.jpg,maliy
klikun,0.13122323,719,227,640,383,maliy\images\2837425462.jpg,maliy
maliy,0.8998632,90,118,207,318,maliy\images\2837481311.jpg,maliy
maliy,0.89036375,571,223,640,320,maliy\images\2837481311.jpg,maliy
maliy,0.88402414,342,126,527,361,maliy\images\2837481311.jpg,maliy
maliy,0.31713632,57,77,147,250,maliy\images\2837481311.jpg,maliy
klikun,0.2865807,393,252,640,408,maliy\images\2838347263.jpg,maliy
shipun,0.28594634,150,243,488,390,maliy\images\2838347263.jpg,maliy
klikun,0.25788617,149,242,488,390,maliy\images\2838347263.jpg,maliy
klikun,0.19936496,521,251,640,331,maliy\images\2838347263.jpg,maliy
maliy,0.1620203,505,251,640,405,maliy\images\2838347263.jpg,maliy
maliy,0.83267283,629,0,640,189,maliy\images\2839457533.jpg,maliy
maliy,0.82816833,252,111,640,558,maliy\images\2839457533.jpg,maliy
maliy,0.89502364,419,134,563,395,maliy\images\2839468674.jpg,maliy
shipun,0.8960979,659,157,640,412,maliy\images\2839642897.jpg,maliy
maliy,0.7627206,93,262,548,480,maliy\images\2839642897.jpg,maliy
maliy,0.6547372,317,250,640,640,maliy\images\2840498223.jpg,maliy
maliy,0.9395947,501,381,640,468,maliy\images\2840725846.jpg,maliy
maliy,0.91982746,81,100,307,321,maliy\images\2840739251.jpg,maliy
maliy,0.85068303,349,222,640,420,maliy\images\2840739251.jpg,maliy
maliy,0.8851177,495,305,640,474,maliy\images\2840776668.jpg,maliy
maliy,0.8764452,166,227,456,413,maliy\images\2840776668.jpg,maliy
maliy,0.7411532,475,99,640,260,maliy\images\2840776668.jpg,maliy
klikun,0.14684936,474,100,640,261,maliy\images\2840776668.jpg,maliy
klikun,0.13399456,168,228,450,411,maliy\images\2840776668.jpg,maliy
klikun,0.123113476,496,305,640,473,maliy\images\2840776668.jpg,maliy
maliy,0.9350335,122,292,300,378,maliy\images\2840841028.jpg,maliy
maliy,0.9359193,77,128,339,475,maliy\images\2840897354.jpg,maliy
shipun,0.6384959,103,124,640,457,maliy\images\2841278649.jpg,maliy
maliy,0.17107806,107,128,639,459,maliy\images\2841278649.jpg,maliy
maliy,0.85871595,237,254,460,348,maliy\images\2841507880.jpg,maliy
maliy,0.73449695,274,96,569,201,maliy\images\2841507880.jpg,maliy
maliy,0.5536148,72,123,317,238,maliy\images\2841507880.jpg,maliy
maliy,0.4733837,472,286,640,362,maliy\images\2841507880.jpg,maliy
klikun,0.17281975,282,97,568,201,maliy\images\2841507880.jpg,maliy
maliy,0.7991042,147,197,640,631,maliy\images\2841571262.jpg,maliy
maliy,0.9386167,174,156,433,340,maliy\images\2841725205.jpg,maliy
maliy,0.92682797,362,188,524,364,maliy\images\2841725205.jpg,maliy
maliy,0.66160834,425,357,640,487,maliy\images\2842700565.jpg,maliy
maliy,0.6577894,233,114,632,397,maliy\images\2842700565.jpg,maliy
klikun,0.16562113,424,356,640,488,maliy\images\2842700565.jpg,maliy
maliy,0.84570587,400,189,611,521,maliy\images\2842769162.jpg,maliy
klikun,0.84358,407,274,640,494,maliy\images\2843021360.jpg,maliy
maliy,0.7476538,167,205,471,529,maliy\images\2843021360.jpg,maliy
klikun,0.5302692,658,201,640,524,maliy\images\2843021360.jpg,maliy
maliy,0.4281197,122,213,242,459,maliy\images\2843021360.jpg,maliy
maliy,0.31954917,661,200,640,525,maliy\images\2843021360.jpg,maliy
klikun,0.21257786,589,207,640,433,maliy\images\2843021360.jpg,maliy
maliy,0.13583215,589,208,640,433,maliy\images\2843021360.jpg,maliy
maliy,0.107594736,406,275,640,495,maliy\images\2843021360.jpg,maliy
maliy,0.6771616,430,346,586,481,maliy\images\2843493107.jpg,maliy
klikun,0.37478983,428,345,586,480,maliy\images\2843493107.jpg,maliy
maliy,0.95208776,168,271,501,514,maliy\images\2843594753.jpg,maliy
maliy,0.75389105,749,149,640,288,maliy\images\2843594753.jpg,maliy
maliy,0.7328542,31,260,223,478,maliy\images\2843594753.jpg,maliy
maliy,0.6750778,700,248,640,496,maliy\images\2843594753.jpg,maliy
maliy,0.57942015,606,220,640,465,maliy\images\2843594753.jpg,maliy
maliy,0.41059023,0,226,81,338,maliy\images\2843594753.jpg,maliy
klikun,0.37176073,747,149,640,288,maliy\images\2843594753.jpg,maliy
klikun,0.13968922,171,272,501,516,maliy\images\2843594753.jpg,maliy
maliy,0.8658525,405,252,640,362,maliy\images\2843717533.jpg,maliy
maliy,0.5869533,193,212,640,568,maliy\images\2843880609.jpg,maliy
maliy,0.82071054,433,268,560,526,maliy\images\2843882568.jpg,maliy
maliy,0.7969527,494,296,640,513,maliy\images\2843882568.jpg,maliy
maliy,0.7483154,79,371,379,498,maliy\images\2843882568.jpg,maliy
maliy,0.46076068,196,253,430,407,maliy\images\2843882568.jpg,maliy
maliy,0.24335852,0,282,47,474,maliy\images\2843882568.jpg,maliy
klikun,0.12688375,71,371,375,498,maliy\images\2843882568.jpg,maliy
maliy,0.9432783,92,33,444,476,maliy\images\2844005360.jpg,maliy
maliy,0.94229865,300,276,476,441,maliy\images\2844647502.jpg,maliy
maliy,0.8869653,214,382,289,467,maliy\images\2844647502.jpg,maliy
maliy,0.8219342,397,399,549,481,maliy\images\2844647502.jpg,maliy
maliy,0.9082727,842,309,640,377,maliy\images\2845280065.jpg,maliy
maliy,0.8507576,377,352,542,388,maliy\images\2845280065.jpg,maliy
maliy,0.81465036,581,320,640,385,maliy\images\2845280065.jpg,maliy
maliy,0.8038871,6,253,113,367,maliy\images\2845280065.jpg,maliy
maliy,0.30830488,668,322,640,385,maliy\images\2845280065.jpg,maliy
maliy,0.24032545,682,315,640,334,maliy\images\2845280065.jpg,maliy
maliy,0.1132657,928,313,640,373,maliy\images\2845280065.jpg,maliy
maliy,0.7822553,174,166,466,439,maliy\images\2845356458.jpg,maliy
maliy,0.70633364,1340,954,640,640,maliy\images\2963948048.jpg,maliy
maliy,0.6841063,436,920,640,640,maliy\images\2963948048.jpg,maliy
maliy,0.511669,981,967,640,640,maliy\images\2963948048.jpg,maliy
maliy,0.4245912,1148,891,640,640,maliy\images\2963948048.jpg,maliy
maliy,0.9285792,630,327,640,640,maliy\images\3039376901.jpg,maliy
maliy,0.94828606,887,584,640,640,maliy\images\3058879337.jpg,maliy
maliy,0.9177328,1027,570,640,640,maliy\images\3058879337.jpg,maliy
maliy,0.9266902,386,202,614,399,maliy\images\3097124430.jpg,maliy
maliy,0.95772654,624,385,640,640,maliy\images\3124660654.jpg,maliy
maliy,0.92759234,673,474,640,640,maliy\images\3384781248.jpg,maliy
shipun,0.7859931,126,594,334,640,maliy\images\3455648108.jpg,maliy
klikun,0.70754653,1223,601,640,640,maliy\images\3455648108.jpg,maliy
klikun,0.6967361,1015,601,640,640,maliy\images\3455648108.jpg,maliy
shipun,0.65381116,642,607,640,640,maliy\images\3455648108.jpg,maliy
klikun,0.5474561,636,607,640,640,maliy\images\3455648108.jpg,maliy
klikun,0.44541848,798,602,640,640,maliy\images\3455648108.jpg,maliy
klikun,0.42885298,1579,637,640,640,maliy\images\3455648108.jpg,maliy
shipun,0.41494867,1580,636,640,640,maliy\images\3455648108.jpg,maliy
shipun,0.37086478,1223,601,640,640,maliy\images\3455648108.jpg,maliy
maliy,0.6627062,443,255,574,400,maliy\images\3456425836.jpg,maliy
klikun,0.1929016,443,252,574,403,maliy\images\3456425836.jpg,maliy
klikun,0.53731316,174,920,640,640,maliy\images\3456503197.jpg,maliy
klikun,0.52264744,466,318,640,640,maliy\images\3456503197.jpg,maliy
klikun,0.39560384,1070,354,640,640,maliy\images\3456503197.jpg,maliy
klikun,0.26472327,1658,453,640,640,maliy\images\3456503197.jpg,maliy
maliy,0.22428085,1662,455,640,640,maliy\images\3456503197.jpg,maliy
klikun,0.17492987,873,1029,640,640,maliy\images\3456503197.jpg,maliy
maliy,0.14650787,1484,871,640,640,maliy\images\3456503197.jpg,maliy
maliy,0.9580967,657,706,640,640,maliy\images\3456588597.jpg,maliy
maliy,0.8790148,105,669,273,640,maliy\images\3456588597.jpg,maliy
maliy,0.8255917,499,691,584,640,maliy\images\3456588597.jpg,maliy
maliy,0.8215778,1321,693,640,640,maliy\images\3456588597.jpg,maliy
maliy,0.3354388,407,560,530,640,maliy\images\3456588597.jpg,maliy
maliy,0.92902225,664,327,640,526,maliy\images\3456988616.jpg,maliy
maliy,0.81492645,129,302,371,518,maliy\images\3456988616.jpg,maliy
maliy,0.78036845,799,554,640,640,maliy\images\3698182117.jpg,maliy
klikun,0.10610816,794,552,640,640,maliy\images\3698182117.jpg,maliy
maliy,0.40177506,140,256,429,342,maliy\images\3716629856.jpg,maliy
shipun,0.25979003,141,256,427,342,maliy\images\3716629856.jpg,maliy
maliy,0.95748657,412,141,565,517,maliy\images\3718142644.jpg,maliy
klikun,0.6951159,282,40,640,640,maliy\images\3718386919.jpg,maliy
maliy,0.17167668,280,47,640,640,maliy\images\3718386919.jpg,maliy
maliy,0.60909903,227,321,569,488,maliy\images\3718397486.jpg,maliy
maliy,0.9475993,283,156,467,305,maliy\images\3718605730.jpg,maliy
maliy,0.74884915,445,162,640,547,maliy\images\3718701661.jpg,maliy
maliy,0.9592459,376,375,640,625,maliy\images\3718702132.jpg,maliy
maliy,0.91294706,595,244,640,576,maliy\images\3718702132.jpg,maliy
klikun,0.10312614,373,379,640,624,maliy\images\3718702132.jpg,maliy
shipun,0.64275587,180,57,471,544,maliy\images\3718717195.jpg,maliy
maliy,0.73956233,582,216,640,423,maliy\images\3718726066.jpg,maliy
maliy,0.65169567,294,266,560,477,maliy\images\3718726066.jpg,maliy
klikun,0.5015835,293,266,561,477,maliy\images\3718726066.jpg,maliy
klikun,0.4675706,581,215,640,424,maliy\images\3718726066.jpg,maliy
maliy,0.9113487,381,191,640,402,maliy\images\3718750682.jpg,maliy
maliy,0.2798303,243,293,363,391,maliy\images\3718750682.jpg,maliy
klikun,0.15288168,245,295,363,391,maliy\images\3718750682.jpg,maliy
klikun,0.4188978,469,230,640,464,maliy\images\3718783850.jpg,maliy
klikun,0.34784782,189,227,640,481,maliy\images\3718783850.jpg,maliy
maliy,0.28669283,191,228,640,480,maliy\images\3718783850.jpg,maliy
maliy,0.19642632,467,230,640,462,maliy\images\3718783850.jpg,maliy
maliy,0.9210175,134,319,425,607,maliy\images\3718814079.jpg,maliy
maliy,0.9113553,295,255,576,594,maliy\images\3718814079.jpg,maliy
maliy,0.8885852,148,283,257,373,maliy\images\3718846117.jpg,maliy
maliy,0.8641949,628,168,640,366,maliy\images\3718846117.jpg,maliy
maliy,0.45033586,384,155,640,380,maliy\images\3718958344.jpg,maliy
klikun,0.36910346,384,156,640,379,maliy\images\3718958344.jpg,maliy
klikun,0.13538133,270,159,414,370,maliy\images\3718958344.jpg,maliy
maliy,0.13080549,270,160,414,369,maliy\images\3718958344.jpg,maliy
maliy,0.9325284,227,167,470,298,maliy\images\3719106999.jpg,maliy
maliy,0.46882033,136,2,640,521,maliy\images\3719189286.jpg,maliy
maliy,0.896743,816,345,640,509,maliy\images\3719195707.jpg,maliy
maliy,0.869896,275,330,579,501,maliy\images\3719195707.jpg,maliy
klikun,0.10429308,815,344,640,509,maliy\images\3719195707.jpg,maliy
maliy,0.9614104,406,191,640,576,maliy\images\3719259045.jpg,maliy
maliy,0.9320681,47,119,607,564,maliy\images\3719259045.jpg,maliy
maliy,0.8202775,493,224,640,424,maliy\images\3719388088.jpg,maliy
shipun,0.73662806,138,181,501,496,maliy\images\3719388088.jpg,maliy
maliy,0.14823458,128,186,494,496,maliy\images\3719388088.jpg,maliy
maliy,0.8893376,428,641,640,640,maliy\images\3719416713.jpg,maliy
maliy,0.7366595,362,731,464,640,maliy\images\3719416713.jpg,maliy
shipun,0.29129636,0,1,640,370,maliy\images\3719416713.jpg,maliy
maliy,0.8813015,710,368,640,489,maliy\images\3719434735.jpg,maliy
maliy,0.84310484,581,295,640,473,maliy\images\3719434735.jpg,maliy
maliy,0.7840232,168,359,497,512,maliy\images\3719434735.jpg,maliy
maliy,0.5882922,38,362,234,490,maliy\images\3719434735.jpg,maliy
maliy,0.2774648,188,432,225,484,maliy\images\3719434735.jpg,maliy
klikun,0.21303894,164,360,500,512,maliy\images\3719434735.jpg,maliy
maliy,0.80598944,376,238,640,474,maliy\images\3719531895.jpg,maliy
klikun,0.14939554,480,203,640,451,maliy\images\3719531895.jpg,maliy
maliy,0.95447296,294,342,640,640,maliy\images\3719569838.jpg,maliy
maliy,0.9568949,592,216,640,633,maliy\images\3719584401.jpg,maliy
maliy,0.88464105,391,151,640,513,maliy\images\3719584401.jpg,maliy
maliy,0.79605997,145,125,371,311,maliy\images\3719584401.jpg,maliy
maliy,0.107254826,250,210,580,406,maliy\images\3719584401.jpg,maliy
maliy,0.96046394,114,194,562,516,maliy\images\3719799744.jpg,maliy
maliy,0.85533464,3,123,207,346,maliy\images\3719869249.jpg,maliy
maliy,0.3852112,41,170,640,403,maliy\images\3719869249.jpg,maliy
maliy,0.3387747,637,147,640,386,maliy\images\3719869249.jpg,maliy
maliy,0.94935817,314,204,640,427,maliy\images\3720863152.jpg,maliy
maliy,0.96118164,165,477,346,640,maliy\images\3723129499.jpg,maliy
maliy,0.9504928,435,465,640,640,maliy\images\3723129499.jpg,maliy
maliy,0.86769474,81,382,582,640,maliy\images\3723190520.jpg,maliy
maliy,0.9238851,70,136,515,427,maliy\images\3723410637.jpg,maliy
shipun,0.63170695,896,362,640,493,maliy\images\3723410637.jpg,maliy
shipun,0.5415079,626,284,640,411,maliy\images\3723410637.jpg,maliy
maliy,0.17650089,505,265,640,395,maliy\images\3723410637.jpg,maliy
klikun,0.41731066,68,254,640,640,maliy\images\3723456064.jpg,maliy
maliy,0.8573276,280,232,581,395,maliy\images\3723537293.jpg,maliy
maliy,0.17498039,209,196,422,343,maliy\images\3723537293.jpg,maliy
maliy,0.96007806,184,291,473,440,maliy\images\3723543027.jpg,maliy
maliy,0.9429273,624,313,640,451,maliy\images\3723543027.jpg,maliy
maliy,0.9590507,167,316,434,490,maliy\images\3723622899.jpg,maliy
